parent,gau,demand_sector,resource_bin,year,value,id,sensitivity
delivery - capital,middle atlantic,transportation,,2026,1.213,564,
delivery - capital,middle atlantic,transportation,,2027,1.207,565,
delivery - capital,middle atlantic,transportation,,2028,1.227,566,
delivery - capital,middle atlantic,transportation,,2029,1.235,567,
delivery - capital,middle atlantic,transportation,,2030,1.238,568,
delivery - capital,pacific,transportation,,2034,1.924,569,
delivery - capital,middle atlantic,transportation,,2031,1.292,570,
delivery - capital,middle atlantic,transportation,,2032,1.335,571,
delivery - capital,middle atlantic,transportation,,2033,1.382,572,
delivery - capital,middle atlantic,transportation,,2034,1.417,573,
delivery - capital,middle atlantic,transportation,,2035,1.505,574,
delivery - capital,middle atlantic,transportation,,2036,1.577,575,
delivery - capital,middle atlantic,transportation,,2037,1.583,576,
delivery - capital,middle atlantic,productive,,2015,3.296,577,
delivery - capital,middle atlantic,productive,,2016,1.694,578,
delivery - capital,middle atlantic,productive,,2017,1.329,579,
delivery - capital,middle atlantic,productive,,2018,1.28,580,
delivery - capital,middle atlantic,productive,,2019,1.281,581,
delivery - capital,middle atlantic,productive,,2020,1.304,582,
delivery - capital,middle atlantic,productive,,2021,1.285,583,
delivery - capital,middle atlantic,productive,,2022,1.288,584,
delivery - capital,middle atlantic,productive,,2023,1.286,585,
delivery - capital,middle atlantic,productive,,2024,1.272,586,
delivery - capital,middle atlantic,productive,,2025,1.236,587,
delivery - capital,middle atlantic,productive,,2026,1.213,588,
delivery - capital,middle atlantic,productive,,2027,1.207,589,
delivery - capital,middle atlantic,productive,,2028,1.227,590,
delivery - capital,middle atlantic,productive,,2029,1.235,591,
delivery - capital,middle atlantic,productive,,2030,1.238,592,
delivery - capital,middle atlantic,productive,,2031,1.292,593,
delivery - capital,middle atlantic,productive,,2032,1.335,594,
delivery - capital,middle atlantic,productive,,2033,1.382,595,
delivery - capital,middle atlantic,productive,,2034,1.417,596,
delivery - capital,middle atlantic,productive,,2035,1.505,597,
delivery - capital,middle atlantic,productive,,2036,1.577,598,
delivery - capital,middle atlantic,productive,,2037,1.583,599,
delivery - capital,middle atlantic,productive,,2038,1.62,600,
delivery - capital,middle atlantic,productive,,2039,1.646,601,
delivery - capital,middle atlantic,productive,,2040,1.617,602,
delivery - capital,middle atlantic,productive,,2041,1.611,603,
delivery - capital,middle atlantic,productive,,2042,1.634,604,
delivery - capital,middle atlantic,productive,,2043,1.65,605,
delivery - capital,middle atlantic,productive,,2044,1.651,606,
delivery - capital,middle atlantic,productive,,2045,1.673,607,
delivery - capital,middle atlantic,productive,,2046,1.694,608,
delivery - capital,middle atlantic,productive,,2047,1.665,609,
delivery - capital,middle atlantic,productive,,2048,1.667,610,
delivery - capital,middle atlantic,productive,,2049,1.652,611,
delivery - capital,middle atlantic,productive,,2050,1.644,612,
delivery - capital,east north central,residential,,2015,5.674,613,
delivery - capital,east north central,residential,,2016,5.507,614,
delivery - capital,east north central,residential,,2017,5.68,615,
delivery - capital,east north central,residential,,2018,5.415,616,
delivery - capital,east north central,residential,,2019,5.219,617,
delivery - capital,east north central,residential,,2020,5.014,618,
delivery - capital,east north central,residential,,2021,4.993,619,
delivery - capital,east north central,residential,,2022,5.049,620,
delivery - capital,east north central,residential,,2023,5.07,621,
delivery - capital,east north central,residential,,2024,5.045,622,
delivery - capital,east north central,residential,,2025,5.034,623,
delivery - capital,east north central,residential,,2026,5.011,624,
delivery - capital,east north central,residential,,2027,5.016,625,
delivery - capital,east north central,residential,,2028,5.003,626,
delivery - capital,east north central,residential,,2029,4.993,627,
delivery - capital,east north central,residential,,2030,4.974,628,
delivery - capital,east north central,residential,,2031,4.992,629,
delivery - capital,east north central,residential,,2032,4.989,630,
delivery - capital,east north central,residential,,2033,5.004,631,
delivery - capital,east north central,residential,,2034,5.016,632,
delivery - capital,east north central,residential,,2035,5.055,633,
delivery - capital,east north central,residential,,2036,5.108,634,
delivery - capital,east north central,residential,,2037,5.095,635,
delivery - capital,east north central,residential,,2038,5.096,636,
delivery - capital,east north central,residential,,2039,5.115,637,
delivery - capital,east north central,residential,,2040,5.136,638,
delivery - capital,east north central,residential,,2041,5.163,639,
delivery - capital,east north central,residential,,2042,5.185,640,
delivery - capital,east north central,residential,,2043,5.21,641,
delivery - capital,east north central,residential,,2044,5.231,642,
delivery - capital,east north central,residential,,2045,5.27,643,
delivery - capital,east north central,residential,,2046,5.306,644,
delivery - capital,east north central,residential,,2047,5.332,645,
delivery - capital,east north central,residential,,2048,5.34,646,
delivery - capital,east north central,residential,,2049,5.375,647,
delivery - capital,east north central,residential,,2050,5.376,648,
delivery - capital,east north central,commercial,,2015,4.259,649,
delivery - capital,east north central,commercial,,2016,3.241,650,
delivery - capital,east north central,commercial,,2017,3.359,651,
delivery - capital,east north central,commercial,,2018,3.609,652,
delivery - capital,east north central,commercial,,2019,3.899,653,
delivery - capital,east north central,commercial,,2020,4.177,654,
delivery - capital,east north central,commercial,,2021,4.177,655,
delivery - capital,east north central,commercial,,2022,4.227,656,
delivery - capital,east north central,commercial,,2023,4.242,657,
delivery - capital,east north central,commercial,,2024,4.212,658,
delivery - capital,east north central,commercial,,2025,4.194,659,
delivery - capital,east north central,commercial,,2026,4.162,660,
delivery - capital,east north central,commercial,,2027,4.156,661,
delivery - capital,east north central,commercial,,2028,4.134,662,
delivery - capital,east north central,commercial,,2029,4.115,663,
delivery - capital,east north central,commercial,,2030,4.089,664,
delivery - capital,east north central,commercial,,2031,4.097,665,
delivery - capital,east north central,commercial,,2032,4.085,666,
delivery - capital,east north central,commercial,,2033,4.091,667,
delivery - capital,east north central,commercial,,2034,4.09,668,
delivery - capital,east north central,commercial,,2035,4.113,669,
delivery - capital,east north central,commercial,,2036,4.153,670,
delivery - capital,east north central,commercial,,2037,4.131,671,
delivery - capital,east north central,commercial,,2038,4.121,672,
delivery - capital,east north central,commercial,,2039,4.13,673,
delivery - capital,east north central,commercial,,2040,4.14,674,
delivery - capital,east north central,commercial,,2041,4.155,675,
delivery - capital,east north central,commercial,,2042,4.166,676,
delivery - capital,east north central,commercial,,2043,4.179,677,
delivery - capital,east north central,commercial,,2044,4.189,678,
delivery - capital,east north central,commercial,,2045,4.213,679,
delivery - capital,east north central,commercial,,2046,4.237,680,
delivery - capital,east north central,commercial,,2047,4.25,681,
delivery - capital,east north central,commercial,,2048,4.246,682,
delivery - capital,east north central,commercial,,2049,4.269,683,
delivery - capital,east north central,commercial,,2050,4.258,684,
delivery - capital,mountain,transportation,,2040,1.097,685,
delivery - capital,middle atlantic,transportation,,2038,1.62,686,
delivery - capital,middle atlantic,transportation,,2039,1.646,687,
delivery - capital,mountain,transportation,,2041,1.097,688,
delivery - capital,middle atlantic,transportation,,2040,1.617,689,
delivery - capital,middle atlantic,transportation,,2041,1.611,690,
delivery - capital,middle atlantic,transportation,,2042,1.634,691,
delivery - capital,middle atlantic,transportation,,2043,1.65,692,
delivery - capital,pacific,transportation,,2035,1.909,693,
delivery - capital,middle atlantic,transportation,,2044,1.651,694,
delivery - capital,middle atlantic,transportation,,2045,1.673,695,
delivery - capital,middle atlantic,transportation,,2046,1.694,696,
delivery - capital,middle atlantic,transportation,,2047,1.665,697,
delivery - capital,middle atlantic,transportation,,2048,1.667,698,
delivery - capital,middle atlantic,transportation,,2049,1.652,699,
delivery - capital,middle atlantic,transportation,,2050,1.644,700,
delivery - capital,east north central,transportation,,2015,1.775,701,
delivery - capital,east north central,transportation,,2016,1.36,702,
delivery - capital,mountain,transportation,,2042,1.087,703,
delivery - capital,east north central,transportation,,2017,1.215,704,
delivery - capital,east north central,transportation,,2018,1.19,705,
delivery - capital,east north central,transportation,,2019,1.204,706,
delivery - capital,east north central,transportation,,2020,1.228,707,
delivery - capital,east north central,transportation,,2021,1.192,708,
delivery - capital,pacific,transportation,,2036,1.895,709,
delivery - capital,east north central,transportation,,2022,1.21,710,
delivery - capital,east north central,transportation,,2023,1.191,711,
delivery - capital,east north central,transportation,,2024,1.137,712,
delivery - capital,east north central,transportation,,2025,1.094,713,
delivery - capital,east north central,transportation,,2026,1.034,714,
delivery - capital,east north central,transportation,,2027,0.994,715,
delivery - capital,east north central,transportation,,2028,0.942,716,
delivery - capital,east north central,transportation,,2029,0.897,717,
delivery - capital,mountain,transportation,,2043,1.106,718,
delivery - capital,east north central,transportation,,2030,0.85,719,
delivery - capital,east north central,transportation,,2031,0.83,720,
delivery - capital,east north central,productive,,2015,1.775,721,
delivery - capital,east north central,productive,,2016,1.36,722,
delivery - capital,east north central,productive,,2017,1.215,723,
delivery - capital,east north central,productive,,2018,1.19,724,
delivery - capital,east north central,productive,,2019,1.204,725,
delivery - capital,east north central,productive,,2020,1.228,726,
delivery - capital,east north central,productive,,2021,1.192,727,
delivery - capital,east north central,productive,,2022,1.21,728,
delivery - capital,east north central,productive,,2023,1.191,729,
delivery - capital,east north central,productive,,2024,1.137,730,
delivery - capital,east north central,productive,,2025,1.094,731,
delivery - capital,east north central,productive,,2026,1.034,732,
delivery - capital,east north central,productive,,2027,0.994,733,
delivery - capital,east north central,productive,,2028,0.942,734,
delivery - capital,east north central,productive,,2029,0.897,735,
delivery - capital,east north central,productive,,2030,0.85,736,
delivery - capital,east north central,productive,,2031,0.83,737,
delivery - capital,east north central,productive,,2032,0.794,738,
delivery - capital,east north central,productive,,2033,0.778,739,
delivery - capital,east north central,productive,,2034,0.748,740,
delivery - capital,east north central,productive,,2035,0.732,741,
delivery - capital,east north central,productive,,2036,0.746,742,
delivery - capital,east north central,productive,,2037,0.714,743,
delivery - capital,east north central,productive,,2038,0.692,744,
delivery - capital,east north central,productive,,2039,0.685,745,
delivery - capital,east north central,productive,,2040,0.678,746,
delivery - capital,east north central,productive,,2041,0.677,747,
delivery - capital,east north central,productive,,2042,0.669,748,
delivery - capital,east north central,productive,,2043,0.661,749,
delivery - capital,east north central,productive,,2044,0.648,750,
delivery - capital,east north central,productive,,2045,0.643,751,
delivery - capital,east north central,productive,,2046,0.646,752,
delivery - capital,east north central,productive,,2047,0.639,753,
delivery - capital,east north central,productive,,2048,0.614,754,
delivery - capital,east north central,productive,,2049,0.62,755,
delivery - capital,east north central,productive,,2050,0.587,756,
delivery - capital,west north central,residential,,2015,6.186,757,
delivery - capital,west north central,residential,,2016,5.739,758,
delivery - capital,west north central,residential,,2017,5.957,759,
delivery - capital,west north central,residential,,2018,5.645,760,
delivery - capital,west north central,residential,,2019,5.451,761,
delivery - capital,west north central,residential,,2020,5.302,762,
delivery - capital,west north central,residential,,2021,5.249,763,
delivery - capital,west north central,residential,,2022,5.273,764,
delivery - capital,west north central,residential,,2023,5.334,765,
delivery - capital,west north central,residential,,2024,5.318,766,
delivery - capital,west north central,residential,,2025,5.354,767,
